raceId,year,round,circuitId,date,race_time,circuit_name,location,country,driverId,surname,nationality,constructorId,constructor_name,grid,positionOrder,points,laps,milliseconds,fastestLap,rank,fastestLapTime,points_driver_standings,position_driver_standings,points_constructor_standings,position_constructor_standings,position_qualifying,positionOrder_sprint,points_sprint,status
1101,2023,4,73,1682812800,39600,Baku City Circuit,Baku,Azerbaijan,825,Magnussen,Danish,210,Haas F1 Team,16,13,0.0,51,5652165.0,51.0,13,145.85,1.0,18,7.0,7,18,11,0,Finished
1101,2023,4,73,1682812800,39600,Baku City Circuit,Baku,Azerbaijan,842,Gasly,French,214,Alpine F1 Team,17,14,0.0,51,5653768.0,47.0,8,145.54,4.0,14,8.0,6,19,13,0,Finished
1101,2023,4,73,1682812800,39600,Baku City Circuit,Baku,Azerbaijan,839,Ocon,French,214,Alpine F1 Team,0,15,0.0,51,5660230.0,49.0,14,145.908,4.0,13,8.0,6,12,18,0,Finished
1101,2023,4,73,1682812800,39600,Baku City Circuit,Baku,Azerbaijan,858,Sargeant,American,3,Williams,14,16,0.0,51,5663379.0,49.0,17,146.501,0.0,19,1.0,10,15,20,0,Finished
1101,2023,4,73,1682812800,39600,Baku City Circuit,Baku,Azerbaijan,807,Hülkenberg,German,210,Haas F1 Team,0,17,0.0,50,0.0,34.0,18,146.731,6.0,10,7.0,7,17,15,0,+1 Lap
1101,2023,4,73,1682812800,39600,Baku City Circuit,Baku,Azerbaijan,822,Bottas,Finnish,51,Alfa Romeo,13,18,0.0,50,0.0,36.0,16,146.304,4.0,12,6.0,8,14,16,0,+1 Lap
1101,2023,4,73,1682812800,39600,Baku City Circuit,Baku,Azerbaijan,855,Zhou,Chinese,51,Alfa Romeo,15,19,0.0,36,0.0,31.0,19,147.553,2.0,15,6.0,8,16,12,0,Overheating
1101,2023,4,73,1682812800,39600,Baku City Circuit,Baku,Azerbaijan,856,de Vries,Dutch,213,AlphaTauri,18,20,0.0,9,0.0,4.0,20,148.781,0.0,20,2.0,9,20,14,0,Accident
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,830,Verstappen,Dutch,9,Red Bull,1,1,26.0,71,5133607.0,71.0,1,107.012,229.0,1,377.0,1,1,1,8,Finished
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,844,Leclerc,Monegasque,6,Ferrari,2,2,18.0,71,5138762.0,51.0,5,108.82,72.0,6,154.0,4,2,12,0,Finished
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,815,Pérez,Mexican,9,Red Bull,15,3,15.0,71,5150795.0,52.0,2,108.111,148.0,2,377.0,1,15,2,7,Finished
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,846,Norris,British,1,McLaren,4,4,12.0,71,5159934.0,50.0,6,108.88,24.0,10,29.0,6,4,9,0,Finished
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,4,Alonso,Spanish,117,Aston Martin,7,5,10.0,71,5163924.0,48.0,4,108.739,131.0,3,175.0,3,7,5,4,Finished
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,832,Sainz,Spanish,6,Ferrari,3,6,8.0,71,5164984.0,54.0,8,109.108,82.0,5,154.0,4,3,3,6,Finished
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,847,Russell,British,131,Mercedes,11,7,6.0,71,5182010.0,48.0,9,109.16,72.0,7,178.0,2,11,8,1,Finished
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,1,Hamilton,British,131,Mercedes,5,8,4.0,71,5182803.0,49.0,10,109.283,106.0,4,178.0,2,5,10,0,Finished
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,840,Stroll,Canadian,117,Aston Martin,6,9,2.0,71,5192650.0,48.0,7,109.046,44.0,8,175.0,3,6,4,5,Finished
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,842,Gasly,French,214,Alpine F1 Team,9,10,1.0,71,5201274.0,57.0,3,108.463,16.0,11,47.0,5,9,15,0,Finished
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,848,Albon,Thai,3,Williams,10,11,0.0,71,5213374.0,53.0,11,109.56,7.0,13,7.0,9,10,13,0,Finished
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,855,Zhou,Chinese,51,Alfa Romeo,17,12,0.0,70,0.0,50.0,15,109.797,4.0,16,9.0,8,17,19,0,+1 Lap
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,858,Sargeant,American,3,Williams,18,13,0.0,70,0.0,45.0,12,109.611,0.0,19,7.0,9,18,18,0,+1 Lap
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,839,Ocon,French,214,Alpine F1 Team,12,14,0.0,70,0.0,46.0,14,109.786,31.0,9,47.0,5,12,7,2,+1 Lap
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,822,Bottas,Finnish,51,Alfa Romeo,14,15,0.0,70,0.0,46.0,16,109.852,5.0,15,9.0,8,14,20,0,+1 Lap
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,857,Piastri,Australian,1,McLaren,13,16,0.0,70,0.0,49.0,18,109.94,5.0,14,29.0,6,13,11,0,+1 Lap
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,856,de Vries,Dutch,213,AlphaTauri,0,17,0.0,70,0.0,46.0,17,109.862,0.0,20,2.0,10,20,17,0,+1 Lap
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,825,Magnussen,Danish,210,Haas F1 Team,0,18,0.0,70,0.0,45.0,13,109.62,2.0,18,11.0,7,19,14,0,+1 Lap
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,852,Tsunoda,Japanese,213,AlphaTauri,16,19,0.0,70,0.0,37.0,19,110.176,2.0,17,2.0,10,16,16,0,+1 Lap
1107,2023,9,70,1688256000,46800,Red Bull Ring,Spielberg,Austria,807,Hülkenberg,German,210,Haas F1 Team,8,20,0.0,12,0.0,7.0,20,111.066,9.0,12,11.0,7,8,6,3,Power loss
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,830,Verstappen,Dutch,9,Red Bull,6,1,25.0,44,4950450.0,32.0,2,148.922,314.0,1,503.0,1,1,1,8,Finished
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,815,Pérez,Mexican,9,Red Bull,2,2,18.0,44,4972755.0,31.0,6,150.308,189.0,2,503.0,1,3,19,0,Finished
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,844,Leclerc,Monegasque,6,Ferrari,1,3,15.0,44,4982709.0,30.0,7,150.436,99.0,5,191.0,4,2,5,4,Finished
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,1,Hamilton,British,131,Mercedes,3,4,13.0,44,5000121.0,44.0,1,147.305,148.0,4,247.0,2,4,7,2,Finished
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,4,Alonso,Spanish,117,Aston Martin,9,5,10.0,44,5006634.0,42.0,13,150.938,149.0,3,196.0,3,9,20,0,Finished
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,847,Russell,British,131,Mercedes,8,6,8.0,44,5013551.0,25.0,11,150.603,99.0,6,247.0,2,8,8,1,Finished
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,846,Norris,British,1,McLaren,7,7,6.0,44,5024169.0,26.0,18,151.682,69.0,8,103.0,5,7,6,3,Finished
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,839,Ocon,French,214,Alpine F1 Team,14,8,4.0,44,5025169.0,27.0,8,150.439,35.0,10,57.0,6,15,9,0,Finished
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,840,Stroll,Canadian,117,Aston Martin,10,9,2.0,44,5029790.0,26.0,16,151.297,47.0,9,196.0,3,10,11,0,Finished
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,852,Tsunoda,Japanese,213,AlphaTauri,11,10,1.0,44,5030671.0,26.0,17,151.394,3.0,17,3.0,10,11,18,0,Finished
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,842,Gasly,French,214,Alpine F1 Team,12,11,0.0,44,5033534.0,25.0,12,150.911,22.0,12,57.0,6,12,3,6,Finished
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,822,Bottas,Finnish,51,Alfa Romeo,13,12,0.0,44,5035641.0,26.0,10,150.515,5.0,15,9.0,9,14,13,0,Finished
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,855,Zhou,Chinese,51,Alfa Romeo,17,13,0.0,44,5045891.0,27.0,5,150.188,4.0,16,9.0,9,17,15,0,Finished
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,848,Albon,Thai,3,Williams,15,14,0.0,44,5046634.0,35.0,3,149.841,11.0,13,11.0,7,16,12,0,Finished
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,825,Magnussen,Danish,210,Haas F1 Team,16,15,0.0,44,5052204.0,27.0,14,150.993,2.0,18,11.0,8,13,14,0,Finished
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,817,Ricciardo,Australian,213,AlphaTauri,19,16,0.0,44,5053521.0,25.0,15,150.994,0.0,21,3.0,10,19,10,0,Finished
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,858,Sargeant,American,3,Williams,18,17,0.0,44,5054926.0,37.0,9,150.486,0.0,19,11.0,7,18,16,0,Finished
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,807,Hülkenberg,German,210,Haas F1 Team,0,18,0.0,44,5060900.0,26.0,4,149.907,9.0,14,11.0,8,20,17,0,Finished
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,832,Sainz,Spanish,6,Ferrari,4,19,0.0,23,0.0,9.0,19,153.138,92.0,7,191.0,4,5,4,5,Collision damage
1110,2023,12,13,1690675200,46800,Circuit de Spa-Francorchamps,Spa,Belgium,857,Piastri,Australian,1,McLaren,5,20,0.0,0,0.0,,0,0.0,34.0,11,103.0,5,6,2,7,Collision damage
